step_1,step_2,step_3,step_4,predict_1,predict_2,predict_3,predict_4,predict_5,predict_6,predict_7,predict_8,predict_9,predict_10,predict_11,predict_12,predict_13,predict_14,predict_15,predict_16
<SOS>,<EOS>,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,O_SELECTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,O_SENT_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Valideren aanvraag_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Afhandelen leads_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Valideren aanvraag_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen offertes_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen offertes_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen offertes_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen incomplete dossiers_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen incomplete dossiers_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Nabellen incomplete dossiers_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Completeren aanvraag_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Completeren aanvraag_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Completeren aanvraag_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Beoordelen fraude_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Beoordelen fraude_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Beoordelen fraude_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Afhandelen leads_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,W_Afhandelen leads_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE,W_Afhandelen leads_START,W_Afhandelen leads_COMPLETE
